cluster,stock,week,model,R2,RMSE,MAE,MedAE,MAPE(%),SMAPE(%),QLIKE
0,8382.0,15,cluster0_model,0.3996094292617006,0.0002348756663289928,0.0001707215739718623,0.00013713991914826254,23.54996098968366,21.19298892427292,-6.126908971564014
0,8382.0,16,cluster0_model,0.4310796116686141,0.00021704788371652083,0.00017049304941451878,0.0001393893169568597,25.735794931873237,23.077558432848107,-6.239373153574514
0,8382.0,17,cluster0_model,0.4238854669137314,0.00031452033906031015,0.00022756415823970962,0.00016024610596450725,23.357895188361706,22.495661249106575,-5.930443000840399
0,8382.0,18,cluster0_model,0.29339870074641283,0.00023620108423128821,0.0001810409999844499,0.00014676243441352272,22.305195618080003,20.613991835953684,-6.064799377812745
0,8382.0,19,cluster0_model,0.6112442608747048,0.00025082573252909385,0.000194681729336096,0.00015152799065167927,21.329548043494874,19.520552838220908,-5.925116483461657
0,8382.0,20,cluster0_model,0.35500854690604866,0.0002550522763819369,0.00018131790772887683,0.000147231090506754,27.219653189090305,23.667070552043196,-6.188501447415425
0,8382.0,21,cluster0_model,0.33464601788826476,0.00021481555801308258,0.0001573497829228655,0.0001333771039826483,26.788400144159247,23.53048268524759,-6.343740681595273
0,8382.0,22,cluster0_model,0.44601888572109727,0.00021869478510291624,0.00016387053438811537,0.00012958288548106984,30.26778015845028,25.814254724900415,-6.3966246550784716
0,8382.0,23,cluster0_model,0.6733350576335354,0.00017023185027845514,0.00013495826922616563,0.00011129114931866568,30.078120195453874,25.26437025157303,-6.550697916679595
0,8382.0,24,cluster0_model,0.2156822704877719,0.00024656685554829853,0.00018100829358397806,0.00014843103733007922,30.140463825855328,25.842845631503703,-6.289233660456576
0,8382.0,25,cluster0_model,0.2756020191787859,0.0002609722622896372,0.0001639416144185954,0.00012367498065860594,27.207203689575106,23.6531899580589,-6.3219199481057
0,8382.0,26,cluster0_model,0.5142483771276966,0.00020225764296164398,0.00015137563504906084,0.00011303085818577293,25.128389398452573,22.526823225903755,-6.338668728757379
0,8382.0,27,cluster0_model,0.7383467777259691,0.0001563594929961397,0.00012919927453684853,0.00012124107761089269,29.659788482360945,25.084511483483997,-6.560891924381149
0,8382.0,28,cluster0_model,0.4713038236316788,0.00021494979895585623,0.00015799567855555725,0.00012613090457004586,27.689616196906936,24.034912551818127,-6.341288307152109
0,8382.0,29,cluster0_model,0.600930851325661,0.00020034009926599107,0.0001526132909426654,0.00013133833718898316,32.45393307512656,27.725187785725254,-6.53693863863283
0,8382.0,30,cluster0_model,0.3557466243877443,0.0001928304799320063,0.00014928781579116719,0.00012641049711748528,24.659534782928358,21.336661363340472,-6.265054602567054
0,8382.0,31,cluster0_model,0.7172219168139968,0.00019120749158998764,0.00014127087801015588,0.00012366904917367958,33.78921131276391,27.499411056073136,-6.617906672680737
0,8382.0,32,cluster0_model,0.7809443523274866,0.00016905538718406518,0.00012868141751744253,0.00011105520450504651,34.101747731994955,27.52489073340364,-6.685779610167126
0,8382.0,33,cluster0_model,0.6824249200584321,0.00017792004905514602,0.00013705361440255787,0.00011974262966182872,28.61705069436186,24.878916834927427,-6.520331847836441
0,8382.0,34,cluster0_model,0.8990431832763889,0.00011859602824594967,9.370545759371522e-05,7.841564392584865e-05,26.79375241801355,22.24996054674336,-6.782894209433182
0,8382.0,35,cluster0_model,0.7669296747246312,0.00019586581567855002,0.000126194304040299,0.00010177052053331661,35.21904972885693,28.69655988718074,-6.7828159923910105
0,8382.0,36,cluster0_model,0.628686196328087,0.00020930791836308016,0.0001491176292557217,0.00012029656466123887,33.4538210259536,27.34064180374339,-6.572140503217419
0,8382.0,37,cluster0_model,0.4255825326641608,0.00030171650709336334,0.00018554505054202045,0.0001365706934628868,36.519243246494206,30.756578288516717,-6.508582270852863
0,8382.0,38,cluster0_model,0.7486385819654859,0.0001898387211239016,0.00013616142022945774,0.00011641311567019082,32.13023867279131,26.683695552512482,-6.6419493434113495
0,8382.0,39,cluster0_model,0.5788960073178446,0.00018721778854593191,0.00015604545031670973,0.00013797766326589724,31.975846998400264,26.36064867926561,-6.443267805897344
0,9323.0,1,cluster0_model,0.49419543100039376,0.00015933103994497134,0.0001221461338821338,9.944146086287886e-05,18.35925019988684,16.96450453261609,-6.261946367486527
0,9323.0,4,cluster0_model,0.8206277105693864,0.0002948454143804429,0.00021889648440766158,0.0001757301322653686,16.01214408460681,16.05455413336224,-5.623374232245693
0,9323.0,8,cluster0_model,0.7901839391134241,0.00029449629988999,0.0001971989776956669,0.00013412354729113243,15.900247783280571,15.633941379296717,-5.762556944036882
0,9323.0,9,cluster0_model,0.8647851508975413,0.00020543287653183937,0.00015723904925932697,0.00013625509378388013,13.716809282740346,13.326423740279465,-5.752252350176341
0,22729.0,4,cluster0_model,0.16890676647467961,0.00031546344736986813,0.00023503154669661573,0.00019065554417439649,31.314154157865115,28.685352512042524,-6.087862722163172
0,22753.0,1,cluster0_model,0.5233451322364031,0.00016799083106200325,0.00010603595595726403,7.161294314012907e-05,17.75292468685532,16.314558163921294,-6.391304723193041
0,22753.0,3,cluster0_model,0.861758448178388,0.00012154138056810601,9.622831141123591e-05,8.3347338164233e-05,21.93161960653076,19.863525070159668,-6.635313401634784
0,22753.0,4,cluster0_model,0.29972386489888825,0.00018149820210474485,0.00012885728297649143,0.00010059533255952845,16.018568558194875,15.368355937089623,-6.122553628375059
0,22753.0,9,cluster0_model,0.7556427527246391,0.0001560328076746175,0.00011412848169703403,9.076342470827592e-05,14.518662488446862,13.778258981265793,-6.12457610881382
0,22771.0,1,cluster0_model,0.7171915752592295,0.00018067317083475952,0.00013605465795263935,0.00011073288557803847,36.992785194915555,28.185528034343772,-6.615636048333345
0,22771.0,3,cluster0_model,0.6404128175810874,0.00017816982749986897,0.00014414489754922344,0.0001307138347355033,29.60653525129367,24.962560756157632,-6.471745364140426
0,22771.0,4,cluster0_model,0.23783218155443742,0.0002999194563213056,0.00023188874839326568,0.00019132417409538902,33.74780753045695,29.664292851541003,-6.125103565334359
0,22771.0,5,cluster0_model,0.7201601607214447,0.00019776752471625887,0.00016033224001395552,0.00015395216078230352,47.74909103456652,34.88071913282558,-6.672661712253072
0,22771.0,8,cluster0_model,0.37379180297756753,0.00030574765338030395,0.00021944633079471712,0.00016438588780851574,28.263433906279566,24.601221677228605,-6.0157840555478135
0,22771.0,9,cluster0_model,0.5803775041225632,0.00046987492697597234,0.000298612795195917,0.00020456360667683794,26.300287870749074,25.10570388513059,-5.78670464611203
0,22771.0,10,cluster0_model,0.20935779288672762,0.0008724345592380958,0.0002697662752718533,0.0001232891441040571,26.908218160696805,24.74353627194414,-6.170919070386772
0,22771.0,11,cluster0_model,0.49464112642694236,0.00026392460176658135,0.00016472056913075428,0.00011476753386635368,34.6064240714885,27.88650518159322,-6.460761552370396
0,22771.0,12,cluster0_model,0.398925169508786,0.00019757627890423131,0.00014859805586793013,0.00012052573780160146,27.093656597099073,23.378466078496203,-6.339355103367411
0,22771.0,15,cluster0_model,0.8363378831014341,0.00018155875304205348,0.00014053460927822777,0.00012658502221490848,55.4427606036456,38.39876853303789,-6.921133507233633
0,22771.0,16,cluster0_model,0.7417939414625856,0.00018563784542751093,0.00015088558901546768,0.00013385888587047335,39.363525403812346,31.803414550687247,-6.661180288160338
0,22771.0,18,cluster0_model,0.8592541101679936,0.00013543959723383552,0.00010927596662998526,9.536039974489542e-05,30.43400581936212,25.166911506662125,-6.732424687014364
0,22771.0,19,cluster0_model,0.8716464885500771,0.00013983461951491932,0.00010988452191209717,8.828133815055929e-05,38.51815244546529,27.571964489353064,-6.798579834738063
0,22771.0,29,cluster0_model,0.8964931551821063,0.0001492288140857032,0.00012559958419237468,0.00011771353911192835,56.245403134644945,38.30975112081186,-7.010868200162696
0,22771.0,36,cluster0_model,0.48080855147330903,0.0002940622728291734,0.00019359775820066018,0.0001426521247831738,44.776789767499785,33.552958551825604,-6.472809096765057
0,22771.0,38,cluster0_model,0.848494738785246,0.0001684214999610929,0.000130644225757328,0.00010676901015491919,48.81442579879376,34.526649777273924,-6.8725095014088105
0,22771.0,39,cluster0_model,0.7062222920802931,0.00017187443883489572,0.00013957653970781688,0.00011812095843831313,30.577110809859438,26.270050058875384,-6.564972177537033
0,22951.0,1,cluster0_model,0.4534106105000911,0.00018530201575244273,0.00012908951787018265,0.00010115979931112873,22.614560941385406,20.099331459393138,-6.37543806570399
0,22951.0,2,cluster0_model,0.5204061634502801,0.00018433923281595133,0.00013383551725598485,0.00010289863250257097,20.931833464773582,19.208994222393567,-6.29664890940901
0,22951.0,3,cluster0_model,0.6661841125769803,0.00017671530274122942,0.00012532569586992174,8.465233005754686e-05,24.593545043617443,22.257224556906216,-6.513407367890163
0,22951.0,4,cluster0_model,0.6238758740395767,0.0002833997393045135,0.00021570143840289035,0.00017406751543061515,19.039332073459704,19.249177409122645,-5.792217796702755
0,22951.0,5,cluster0_model,0.8776728000022862,0.00011317454206216987,9.320688188200037e-05,8.668381204655456e-05,22.446533390327097,19.600847386948747,-6.647625270556013
0,22951.0,6,cluster0_model,0.8582996486753858,0.0001428841701778153,0.00011010149482103564,9.405029249407284e-05,29.462336378746873,25.28920206915066,-6.768447924655528
0,22951.0,7,cluster0_model,0.6164084201427078,0.0001648320206302261,0.00012187170741182443,0.00010771136349812973,21.287398664680335,19.50277132497433,-6.43046848514551
0,22951.0,8,cluster0_model,0.6892356356188492,0.0003485808900872677,0.00020840958160205135,0.00014109448809672745,17.419617303212203,17.658996167856632,-5.846650454337762
0,22951.0,9,cluster0_model,0.827819363527708,0.00026717719609857944,0.0002052420072211895,0.00016427626155345943,16.964624084228134,16.58463769066215,-5.716427296347383
0,22951.0,10,cluster0_model,0.7040063939769228,0.0001412892100348779,0.0001141065922944215,0.00010957925535197261,21.602121037320504,19.11215394988752,-6.435002798768315
0,22951.0,11,cluster0_model,0.38100386904260675,0.00025758983216261536,0.00018717275243572133,0.00014470956997687378,24.30069685125752,22.570110016100116,-6.131073902382304
0,22951.0,12,cluster0_model,0.34446366575984366,0.0002110745086827653,0.00014115648481823946,0.0001076773890479966,16.064444490108766,15.582560700196005,-6.030963497881673
0,22951.0,14,cluster0_model,0.8353702796635862,0.00014744502059257561,0.00010401764976706195,7.816746208944513e-05,24.725737782299323,21.954194296187172,-6.720954343185009
0,22951.0,16,cluster0_model,0.8848044199149498,0.00012406536590193643,9.953764797743938e-05,8.766886152079375e-05,27.773756982471266,23.36216896752676,-6.751215994783784
0,22951.0,17,cluster0_model,0.7421990806517093,0.00016178645272138786,0.00011707808502708739,9.485089176221586e-05,24.499599594868933,21.598667847566563,-6.579605444437584
0,22951.0,18,cluster0_model,0.8076198758852386,0.00014928013663038564,0.00011984460767732487,0.0001083543328253474,30.2065277626888,25.42508454523223,-6.661865381218319
0,22951.0,19,cluster0_model,0.8868463099583622,0.00011624532075332311,9.509365705660535e-05,8.601564492819792e-05,24.21867088811278,21.02820557318194,-6.705537665895819
0,22951.0,26,cluster0_model,0.9358993736105299,0.00011594433878318612,9.730151587278352e-05,8.89521385593809e-05,37.56695129099768,29.65474995805537,-7.0198818133320025
0,22951.0,30,cluster0_model,0.8964937231000925,0.00011948610330465723,9.850104570909818e-05,8.928134334958656e-05,26.05010598057763,22.489908924955518,-6.758054153157362
0,22951.0,33,cluster0_model,0.9057729199258834,0.00013730025058635904,0.00010358699091120812,9.757232181468286e-05,37.71938610176113,29.61365251964282,-6.968605859584048
0,22951.0,38,cluster0_model,0.7708076514711866,0.00016192128234544489,0.00012601536311850834,0.00011062152260899458,30.193428822568492,25.480992403099954,-6.632921596234428
0,22951.0,39,cluster0_model,0.737369781025869,0.00016306446507071128,0.00011724156212597576,9.465804778799151e-05,24.593740432039393,21.60218631003061,-6.5456974655216085
0,48219.0,1,cluster0_model,0.2890440780608622,0.00021578806095586673,0.00016862617115935726,0.00013591583800587673,27.79242907903757,24.618563515153976,-6.275139705534588
0,48219.0,2,cluster0_model,0.25492738515570923,0.0002792444198366334,0.00021337081581781985,0.00017441323045220316,35.678207150307536,30.036222949795537,-6.244277482846107
0,48219.0,3,cluster0_model,0.7339479392021941,0.00016703810173941582,0.00013417944960288084,0.00011575355871436645,30.30974982537345,26.285961796225195,-6.568500646494986
0,48219.0,4,cluster0_model,0.4879813930689463,0.0002954310014225839,0.00021511699170108676,0.00015940843471627485,21.021921027462927,21.086620905326487,-5.896253722219212
0,48219.0,5,cluster0_model,0.7404704902041581,0.00016607970042346195,0.00012283646799939924,9.77848858366909e-05,31.26948143738952,24.23994324997165,-6.54126119752214
0,48219.0,7,cluster0_model,0.7637437040515886,0.00015305447669926924,0.00012029424131609238,9.654676600700995e-05,29.97086022113181,24.422087098998265,-6.588670947518522
0,48219.0,8,cluster0_model,0.6157345748404293,0.00020755281105913176,0.00014989472575841444,0.00011339139262774847,18.60058833441508,17.459175203130293,-6.08694878331656
0,48219.0,9,cluster0_model,0.6941311041331036,0.0003357314437126526,0.00023546200322880026,0.0001584398781613188,22.7978105263388,21.285856095021167,-5.879742196606627
0,48219.0,10,cluster0_model,0.7439834694143599,0.0001642135874452624,0.00013472940303627383,0.00011991219480326885,31.80002368315681,26.286858054989665,-6.559353690511956
0,48219.0,11,cluster0_model,0.5499349095039278,0.00019845679283905757,0.0001552663287090074,0.00013373851736629455,27.311129512865897,24.729318848491342,-6.38773113352991
0,48219.0,12,cluster0_model,0.36738293172110215,0.000196642984744736,0.00015679966092064926,0.0001255258803790866,28.320135141288795,24.951910480496352,-6.339575920839544
0,48219.0,15,cluster0_model,0.6954416341409844,0.00020381933600357766,0.00015638000259930498,0.00012716521169375068,38.44656262087398,30.519900630828634,-6.58010620451945
0,48219.0,16,cluster0_model,0.709787434595891,0.00020519361390312102,0.0001525555210115825,0.0001244331432632187,42.90748894253495,31.82375374594003,-6.655123600703001
0,48219.0,18,cluster0_model,0.790279816813031,0.00015650541457022432,0.00012371779362951383,0.00010898877842048261,33.967815581343615,26.89201854583078,-6.658365826936047
0,48219.0,19,cluster0_model,0.764134387978839,0.00017824345328114924,0.00014315856123339076,0.00012130679759074273,39.52850761025543,30.32415663160593,-6.656179646493222
0,48219.0,20,cluster0_model,0.7630518902684684,0.0001760645044552098,0.00012957164081076923,9.468099765366908e-05,34.001453737950996,27.929648915171047,-6.688591922039892
0,48219.0,24,cluster0_model,0.4819480987289103,0.00023000501958002787,0.00016799986017013247,0.0001312060569881587,25.69748347410239,23.746920233920427,-6.301437285615101
0,48219.0,27,cluster0_model,0.7336149786069475,0.0001996101657318094,0.00015483140674199818,0.0001303411004057466,42.35505237826181,33.406477671372606,-6.687608151821893
0,48219.0,28,cluster0_model,0.7186394199179456,0.00020702204475689997,0.00015463271408004128,0.00012165500174781755,42.0398836217036,31.977068067894898,-6.672860671294072
0,48219.0,29,cluster0_model,0.8157361621964512,0.00016164993487325532,0.00012310349621161005,9.396236884992874e-05,33.72535037117364,27.181163845144635,-6.708985954297672
0,48219.0,31,cluster0_model,0.6501543844710421,0.00018664495676962603,0.00014687928082810785,0.00011666096839981535,31.070801970652745,26.24659875966009,-6.487112005492188
0,48219.0,33,cluster0_model,0.6837336416476361,0.0001925239094587541,0.0001474466039250391,0.00012146060012470681,33.27781358515435,28.50931313469816,-6.599435865588536
0,48219.0,38,cluster0_model,0.8789577894612328,0.00014063756947759194,0.00011112384239083149,9.331151997125025e-05,34.79093508286567,27.486266251999325,-6.829190344493928
0,48219.0,39,cluster0_model,0.5857545440213432,0.00022640096065255975,0.00017090419616007995,0.00012945272761275562,37.99609128131656,30.95841546139787,-6.51870464703578
0,104919.0,9,cluster0_model,0.8446641736175582,0.00017274215658266172,0.00013897367887870892,0.00011520456001494229,14.163008460371735,13.559240391413876,-5.891100815538143
1,9323.0,2,cluster1_model,0.7040737361431242,0.00018143729285114156,0.00011508039689787744,7.86615044274249e-05,16.401522146481025,17.574371573971593,-6.393137065212219
1,9323.0,3,cluster1_model,0.742012240657368,0.00011449012976129903,8.239400081001148e-05,6.568329319882061e-05,16.31165207514842,15.959120229146073,-6.583343907826983
1,9323.0,5,cluster1_model,0.558990207883886,8.66317472686592e-05,6.682443277483544e-05,5.437212837763902e-05,15.82483801438474,15.537464174094184,-6.765630700007768
1,9323.0,6,cluster1_model,0.5663447524763887,9.939686680047521e-05,7.213040756945914e-05,5.0106666539655485e-05,18.455242548603877,18.043535175229298,-6.869598590362456
1,9323.0,7,cluster1_model,0.6058034313233307,0.00014059294790989395,9.627878731317132e-05,6.74176253007095e-05,17.75197876464012,17.94451396354745,-6.573627924710503
1,9323.0,10,cluster1_model,0.6334122145381182,0.00015139629195701194,0.00010670131063889999,7.141681044131671e-05,18.05030421444133,18.324247053682264,-6.492055553356853
1,9323.0,11,cluster1_model,0.6131406623261784,0.00020300819442840235,0.00011492168135378202,6.94947822610453e-05,18.426929647980216,18.991160869507922,-6.469414595609603
1,9323.0,12,cluster1_model,0.7196417237669279,0.00017541517104096546,0.00011768380075150883,8.161789097668889e-05,16.72685328072736,17.628075461829663,-6.332405443813164
1,9323.0,14,cluster1_model,0.38209158026251955,0.00011020026883628843,7.477921498636599e-05,5.6010158423304966e-05,16.43397389580051,16.506594338256136,-6.735601150673208
1,9323.0,15,cluster1_model,0.6196527909762454,8.577143749411096e-05,6.223459638188049e-05,5.0056877737976495e-05,18.75135770220434,17.654531016880025,-6.959961658494326
1,9323.0,16,cluster1_model,0.30805919561938044,0.0001261286190267907,8.707746244163112e-05,6.430426287416716e-05,24.004986225122586,22.173521512395098,-6.869599048713619
1,9323.0,17,cluster1_model,0.6086021091212471,0.0001457355586874276,0.00010409605663331738,8.242184478784702e-05,20.25132873355618,20.13577978841833,-6.600189462359837
1,9323.0,18,cluster1_model,0.3463147330975638,0.00011335243607486756,7.872372057453935e-05,5.3946788963838164e-05,17.71201802627878,16.93154933454345,-6.705967952605397
1,9323.0,19,cluster1_model,0.5115359155123476,0.00011962547419528272,7.684017840180374e-05,5.207006205456206e-05,18.97429194184288,18.261213726234786,-6.814501606862357
1,9323.0,20,cluster1_model,0.5130790189964469,0.00013066391326877513,8.10821907261235e-05,5.4752688016161737e-05,18.13989031387548,17.258705340473742,-6.721924773609455
1,9323.0,21,cluster1_model,0.516568943178445,0.00011636650108737826,7.4728413014612e-05,5.216582966964771e-05,24.799841288068887,22.413616918123942,-7.0793666053592155
1,9323.0,22,cluster1_model,0.6897356131569954,7.643649255238448e-05,5.870682071606386e-05,5.0765498992707945e-05,23.628797925548472,20.68525142677003,-7.16112097813162
1,9323.0,23,cluster1_model,0.5208740258868931,0.0001354903744693582,7.782278497090712e-05,5.611639581185233e-05,12798.579023656466,28.94273896554649,-7.294875719734926
1,9323.0,24,cluster1_model,0.4928535897283476,0.00016240705559529076,8.55111846832241e-05,6.012722089918931e-05,16.928195734377038,17.301178365995497,-6.705762000035035
1,9323.0,25,cluster1_model,0.32918488470812324,0.00021590795900600418,7.97023005926061e-05,4.9112939399408874e-05,28.362324375245873,24.125171133664544,-7.208032311915917
1,9323.0,26,cluster1_model,0.5610657238468797,0.00011254292693930375,7.687038368068065e-05,6.321532554163316e-05,19162.647129531546,27.61531828010073,-7.193432297944266
1,9323.0,27,cluster1_model,0.5559702712273533,0.00010600818998003257,7.16938042835305e-05,5.4829625804095596e-05,21.82497789286209,20.220295963144427,-6.97334805567058
1,9323.0,28,cluster1_model,0.5738930172923014,0.00013086348126388286,8.752335810209321e-05,5.981328043746457e-05,17.384846968816063,17.168229227419957,-6.641267018986211
1,9323.0,29,cluster1_model,0.3231427638288722,0.00011828576398576519,6.558482227915186e-05,4.473170305123079e-05,19.937432289001325,18.654792105973208,-7.025225601376938
1,9323.0,30,cluster1_model,0.5853569474483815,8.813507088390843e-05,6.658127097370412e-05,5.4717331380445814e-05,20.07333680985557,18.62978685258827,-6.909083454817705
1,9323.0,31,cluster1_model,0.7286314117491571,6.601546006651343e-05,5.090477834224351e-05,4.2995948140203466e-05,18.064977985855545,16.96265274810326,-7.104185640252808
1,9323.0,32,cluster1_model,0.7391045409025763,7.899035983754352e-05,5.549070245169384e-05,4.304631892456496e-05,25.123673417116994,20.952493909708988,-7.221323647540847
1,9323.0,33,cluster1_model,0.6326520162910454,7.765049730924546e-05,5.968538030277344e-05,5.0359080440978894e-05,15.933965123670216,15.601613653213212,-6.889132358872749
1,9323.0,34,cluster1_model,0.7263055079142955,7.616778136077398e-05,5.396746259318968e-05,4.210394313411468e-05,20.524765586689416,18.147817349286505,-7.144660703587943
1,9323.0,35,cluster1_model,0.7894712689631923,7.222913067023031e-05,5.567282913071122e-05,4.702006696572617e-05,22.6639468341051,20.280739262803998,-7.205177431199018
1,9323.0,36,cluster1_model,0.7431326231460411,0.0003204031579191922,0.00019003681010531473,0.00011558417994536502,21.74707832381157,22.957454785448178,-6.25689528115229
1,9323.0,37,cluster1_model,0.5663169559636173,0.0001165824274452519,7.740319331523976e-05,6.0709859527680575e-05,15.700027402290145,15.876733148326505,-6.662662373240652
1,9323.0,38,cluster1_model,0.5987564000846619,0.00010345701837557607,6.884674911334041e-05,5.121498703882624e-05,22.633678855421483,20.209354015375954,-7.002704404723384
1,9323.0,39,cluster1_model,0.7648443745824527,0.00014535650084361967,9.445790746941962e-05,7.278203072138425e-05,15.295536164905293,15.945745990013679,-6.479773480407708
1,22753.0,2,cluster1_model,0.7694467609679733,0.00021475017349602157,0.00015119337171385315,0.00010716005720221125,18.07470899747402,20.11119334228933,-6.179152648160569
1,22753.0,5,cluster1_model,0.292427235946325,0.0001259979949355502,9.104022865005678e-05,7.403198756026621e-05,25.54144051459947,24.03313355483519,-6.857366873499099
1,22753.0,6,cluster1_model,0.502205120702301,0.00010138993887598533,7.18012666266496e-05,5.171379762642121e-05,19.93874153763536,19.16885425476068,-6.909115632410243
1,22753.0,7,cluster1_model,0.4266716838915322,0.00011830572895038597,8.722238947218451e-05,7.050679150636354e-05,20.795535716181956,20.49845503658634,-6.770566637636879
1,22753.0,8,cluster1_model,0.8243721042229559,0.00021267335893437547,0.00014303355084097457,0.00010368113499559098,15.648659042307985,17.318577462411884,-6.123655743308769
1,22753.0,10,cluster1_model,0.6465766532808914,0.00010495776892680422,7.925278556847374e-05,6.302943029972712e-05,19.454129225485516,19.451865890172403,-6.8495049485093915
1,22753.0,11,cluster1_model,0.46977141841932213,0.0005778177788834935,0.00021159579833874434,0.00010096887580931168,18.605939716309326,21.438404512973094,-6.21627912967905
1,22753.0,12,cluster1_model,0.5753052930190696,0.00015942681607810982,0.00011257550385429298,8.182343992881185e-05,18.238772513093974,20.16653999576901,-6.480824694905636
1,22753.0,14,cluster1_model,0.48999832528841436,8.010960761167715e-05,5.901085564365113e-05,4.480740378587616e-05,15.706493865488245,15.957895791020398,-6.908899527369266
1,22753.0,15,cluster1_model,0.42114598763627675,0.0001017697000976977,6.95308269478106e-05,5.473575914389195e-05,17.44976034459905,17.65277814842052,-6.867341990965183
1,22753.0,16,cluster1_model,0.5664385786230584,8.455212308592521e-05,6.35292399024554e-05,4.9735131933948654e-05,18.337251870043506,17.86769074025522,-6.963055435088667
1,22753.0,17,cluster1_model,0.6495335475525053,0.00010341067155432386,7.505761256231418e-05,6.22272615693101e-05,18.999778368782835,18.853501050020718,-6.850507534749436
1,22753.0,18,cluster1_model,0.5249618318096139,9.091643058046998e-05,6.976018790967535e-05,5.4424012523672006e-05,20.569052771130934,19.600374923726253,-6.947765166623496
1,22753.0,19,cluster1_model,0.6942759616700607,8.178113739457936e-05,6.233897261082578e-05,5.1407341213072666e-05,17.501300956580522,16.849099508033103,-6.905032130283311
1,22753.0,20,cluster1_model,0.5792595022105849,8.969156135451068e-05,6.376543037831318e-05,4.4907987396148496e-05,18.233483233748153,17.0890507715797,-6.894451381304877
1,22753.0,21,cluster1_model,0.5998266267398278,9.050179391892348e-05,6.308046544959834e-05,4.741581031137744e-05,22.22675140751915,20.016079890829314,-7.075993496310965
1,22753.0,22,cluster1_model,0.7605453021767756,7.184064761766191e-05,5.2668729352353074e-05,3.9673595036466915e-05,20.895096145947285,18.92372742443542,-7.196815929952606
1,22753.0,23,cluster1_model,0.6618680850769258,8.8457248487289e-05,6.410295877265632e-05,5.004538056622297e-05,22.145894347940985,20.202870267228214,-7.100047629361749
1,22753.0,24,cluster1_model,0.7214486444201003,0.00015795385311256408,0.00010353846211970208,7.793121335686708e-05,17.15733040042614,18.02048834986006,-6.48455804649524
1,22753.0,25,cluster1_model,0.5830492392164719,9.839907147967213e-05,6.861932294900379e-05,5.173672909548297e-05,21.39225119178306,20.159985192313062,-7.017702751154149
1,22753.0,26,cluster1_model,0.6833406323372493,8.353415667086152e-05,5.907742854929483e-05,4.563146386020572e-05,20.24167740952464,18.73371886326471,-7.120255616767715
1,22753.0,27,cluster1_model,0.6513596754372148,8.96242804987652e-05,6.342353768673574e-05,4.827857290645932e-05,16.855180161052115,16.586595655520753,-6.926970376161604
1,22753.0,28,cluster1_model,0.5985646134306497,9.854000963176975e-05,6.996476210672969e-05,5.430004300040442e-05,15.639841530159327,15.693463284480497,-6.73684132979644
1,22753.0,29,cluster1_model,0.6681682219605124,8.473990782195574e-05,6.026184764658335e-05,4.4312068454854895e-05,15.278517936731184,15.479851578177808,-6.892519610196754
1,22753.0,30,cluster1_model,0.6232234743057805,9.292592340861775e-05,6.988589212675531e-05,5.626035029113004e-05,16.31552232990301,16.577517130701143,-6.791926845207345
1,22753.0,31,cluster1_model,0.5764755543850291,8.653298824334686e-05,6.578413387539314e-05,5.2166300791652926e-05,18.051255890924715,17.648275813413726,-6.920021852675159
